movie_id,title,cleaned_tags
11918,Superhero Movie,team behind scary movie takes comic book genre tale rick riker nerdy teen imbued superpowers radioactive dragonfly every hero needs nemesis enter lou landers aka villainously goofy hourglass action comedy science fiction anti hero high school dragonfly superhero radioactive duringcreditsstinger drake bell sara paxton leslie nielsen
98357,Broken City,broken city rife injustice excop billy taggart seeks redemption revenge doublecrossed framed powerful figure mayor billys relentless pursuit justice matched streetwise toughness makes unstoppable force mayors worst nightmare thriller crime drama mayor investigation politics excop revenge double crossed private detective mark wahlberg russell crowe catherine zetajones
10012,Cursed,werewolf loose los angeles changes lives three young adults mauled beast learn must kill attacker hope change fate avoid becoming werewolves horror comedy brother sister relationship bite transformation supernatural powers werewolf portia de rossi christina ricci jesse eisenberg
49526,Premium Rush,manhattan bike messenger picks envelope attracts interest dirty cop pursues cyclist throughout city crime action thriller new york dirty cop bicycle courier duringcreditsstinger race clock cyclist bike messenger joseph gordonlevitt michael shannon dania ramirez
268920,Hot Pursuit,uptight bythebook cop must protect widow drug boss crooked cops gunmen action comedy crime texas prisoner cop drug cartel run police officer prisoner run woman director reese witherspoon sofía vergara michael mosley
9093,The Four Feathers,story set follows british officer heath ledger resigns post learns regiments plan ship sudan conflict mahdi friends fiancée send four white feathers symbolize cowardice redeem honor disguises arab secretly saves lives branded coward war adventure drama romance islam sex loyalty bravery army revenge honor murder escape soldier battle church violence britain slave colonialism military imperialism heath ledger wes bentley kate hudson
119283,Parker,thief unique code professional ethics doublecrossed crew left dead assuming new disguise forming unlikely alliance woman inside looks hijack score crews latest heist action crime professional thief jewel robbery jason statham jennifer lopez nick nolte
11823,Wimbledon,pro tennis player lost ambition fallen rank fortunately meets young player womens circuit helps recapture focus wimbledon comedy romance tennis new love tennis player australia wimbledon kirsten dunst paul bettany sam neill
35169,Furry Vengeance,real estate developer dan sanders finalizes plans level swath pristine oregon forest make way soulless housing subdivision band woodland creatures rises throw monkey wrench greedy scheme much mischief furry critters businessman take calls quits comedy bear animal aftercreditsstinger duringcreditsstinger real estate land developer real estate developer brendan fraser ken jeong brooke shields
118957,Bait,freak tsunami traps shoppers coastal australian supermarket inside building along foot great white shark action horror thriller drowning supermarket shark attack australian flooding australia tsunami gore shark flood sharni vinson phoebe tonkin julian mcmahon
849,Krull,prince fellowship companions set rescue bride fortress alien invaders arrived home planet fantasy action adventure kingdom lightsaber cult favorite dead body magical object fortress doppelganger cyclops changeling ken marshall lysette anthony francesca annis
4515,Lions for Lambs,three stories told simultaneous ninety minutes real time republican senator whos presidential hopeful gives hourlong interview skeptical television reporter detailing strategy victory afghanistan two special forces ambushed afghani ridge await rescue taliban forces close polisci professor california college invites student reengage action adventure drama history journalist terrorist war terror externally controlled action manipulation propaganda manipulation media future afghanistan political negotiations war past war afghanistan robert redford meryl streep tom cruise
18886,Flight of the Intruder,us navy pilot lt jake grafton bombardier buddy lt cmdr virgil cole two soldiers embedded vietnam war growing frustrated militarys constraints missions despite best efforts commanding officer cmdr frank camparelli reengage disillusioned pair decide take war effort hands explosive battle plan could well get courtmartialed action adventure drama thriller bomber vietnam war us navy aviation combat bombing danny glover willem dafoe brad johnson
6575,Walk Hard: The Dewey Cox Story,singer dewey cox overcomes adversity become musical legend comedy music music record rock roll pop hiphop fab four blues pop star rapper record producer rock music music instrument wedding extramarital affair aftercreditsstinger john c reilly jenna fischer tim meadows
6440,The Shipping News,emotionallybeaten man young daughter moves ancestral home newfoundland reclaim life drama romance sex adultery based novel fishing isolation kidnapping newfoundland survival reporter drunk kevin spacey julianne moore cate blanchett
13496,American Outlaws,midwest town learns corrupt railroad baron captured deeds homesteads without knowledge group young ranchers join forces take back rightfully become object biggest manhunt history old west fame grows legend leader young outlaw name jessie james action western sheriff horse outlaw jesse james cole younger colin farrell scott caan ali larter
18320,The Young Victoria,academy award winners graham king martin scorsese along makers gosford park departed comes story queen victorias early rise power object royal powerstruggle romantic courtship legendary marriage prince albert emily blunt devil wears prada gives stunning performance young victoria packed drama romance breathtaking cinematography lavish costumes featuring outstanding british cast including jim broadbent harriet walter mark strong paul bettany miranda richardson rupert friend young victoria captivated british audiences film company magazine called epic british film sweep remarkable story drama history romance royal family biography royalty period drama queen victoria prince albert th century british monarchy emily blunt jim broadbent mark strong
22787,Whiteout,us marshal assigned antarctica carrie stetko soon leave harsh environment behind good three days sun set amundsenscott research station shut long winter body discovered open ice carries investigation continents first homicide plunges deep mystery may cost life action crime mystery thriller airplane based comic book corpse stich kate beckinsale gabriel macht tom skerritt
8967,The Tree of Life,impressionistic story texas family film follows life journey eldest son jack innocence childhood disillusioned adult years tries reconcile complicated relationship father jack finds lost soul modern world seeking answers origins meaning life questioning existence faith drama fantasy philosophy father son relationship red hair brother sister relationship sun telegram tree meteor afterlife death child independent film spirituality outer space dinosaur voice little dialogue tarkovskyesque brad pitt sean penn jessica chastain
37498,Knock Off,marcus ray jeanclaude van damme sales representative v six jeans partner tommy hendricks rob schneider busted selling knock jeans american contact karan leigh way employer cia agent sent find mole operation threatening jail term prove innocence action adventure thriller parking garage freighter fundraiser jeanclaude van damme lela rochon paul sorvino
144336,Sabotage,sabotage arnold schwarzenegger leads elite dea task force takes worlds deadliest drug cartels team successfully executes highstakes raid cartel safe house think work done onebyone team members mysteriously start eliminated body count rises everyone suspect action drama thriller crime drug cartel dea arnold schwarzenegger sam worthington mireille enos
9616,The Order,centuries secret order priests existed within church renegade priest father alex bernier sent rome investigate mysterious death one orders revered members following series strangely similar killings bernier launches investigation forces confront unimaginable evil drama fantasy horror mystery romance thriller riddle rome vatican secret organization investigation sin repentance priest psychological thriller violence catholic church sin eater mentor protégé relationship reference god suspicious death heath ledger shannyn sossamon benno fürmann
13056,Punisher: War Zone,waging oneman war world organized crime ruthless vigilantehero frank castle sets sights overeager mob boss billy russoti russoti left horribly disfigured castle sets vengeance new alias jigsaw punisher task force hot trail fbi unable take jigsaw frank must stand formidable army jigsaw recruited evil deeds go unpunished action crime broken neck fbi agent wall safe trashed house aerial shot military dress uniform vanity flare woman director ray stevenson dominic west julie benz
14113,Zoom,jack shepard outofshape auto shop owner far removed man protected worlds freedom reluctantly called back action government jack tasked turning rag tag group kids special powers new generation superheroes save world certain destruction based jason lethcoes graphic novel zooms academy super gifted family fantasy comedy superhero kids family tim allen courteney cox chevy chase
285783,The Walk,story french highwire artist philippe petits attempt cross twin towers world trade center adventure drama thriller skyscraper based true story tightrope planning world trade center joseph gordonlevitt ben kingsley charlotte le bon
49478,Warriors of Virtue,young man ryan suffering disability wishes join kids schools football team initiation rite ryan swept away whirlpool land tao hunted evil lord komodo desires boy key enter real world ryan rescued protectors tao five humanoid kangaroos embued five elements virtues ryan learns valuable lesson saving land tao fantasy family action american football mythology chinese food kangaroo angus macfadyen mario yedidia marley shelton
9726,A Good Year,failed london banker max skinner inherits uncles vineyard provence spent many childhood holidays upon arrival meets woman california tells max longlost cousin property comedy drama romance provence wine cellar vineyard wine garden wine winegrower russell crowe marion cotillard albert finney
20763,Radio Flyer,father reminisces childhood younger brother moved new town mother new husband dog shane younger brother subjected physical abuse hands brutal stepfather mike decides convert toy trolley radio flyer plane fly safety drama step father physical abuse abuse elijah wood lorraine bracco adam baldwin
9702,Bound by Honor,based true life experiences poet jimmy santiago baca film focuses halfbrothers paco cruz biracial cousin miklo opens three members east la gang known vatos locos story focuses violent crime influence narcotics alter lives miklo incarcerated sent san quentin makes home cruz becomes exceptional artist heroin addiction overcomes tragic results paco becomes cop enemy carnal miklo action crime drama thriller juvenile prison artist jail east la hood gang youth gang racism drug mexican american barrio police shootout cholo lowrider damian chapa jesse borrego benjamin bratt
9311,Smilla's Sense of Snow,smilla jaspersen half danish half greenlander attempts understand death small boy falls roof apartment building suspecting wrongdoing smilla uncovers trail clues leading towards secretive corporation made several mysterious expeditions greenland scenes film shot copenhagen western greenland film entered th berlin international film festival director bille august nominated golden bear action crime drama mystery thriller copenhagen inuit comet arctic snow julia ormond gabriel byrne richard harris
9280,Femme Fatale,woman tries straighten life even past conwoman comes back haunt thriller crime romance paris france new identity paparazzi cannes rebecca romijn antonio banderas peter coyote
26843,Lion of the Desert,movie tells story omar mukhtar arab muslim rebel fought italian conquest libya wwii gives western viewers glimpse littleknown region chapter history exposes savage means conquering army attempted subdue natives action history war italy middle east resistance world war ii libya benito mussolini based true story guerrilla warfare anthony quinn rod steiger oliver reed
11876,The Horseman on the Roof,time war disease young officer gallantly tries help young woman find husband war adventure drama romance italian new love provence horse exile juliette binoche olivier martinez pierre arditi
22267,Ride with the Devil,ride devil follows four people fighting truth justice amidst turmoil american civil war director ang lee takes us mans land missourikansas border staunch loyalist immigrants son freed slave young widow form unlikely friendship learn survive uncertain time place without rules redefine meaning bravery honor drama war romance western civil war friends bush whacker raid tobey maguire skeet ulrich jeffrey wright
45958,Biutiful,story man free fall road redemption darkness lights way connected afterlife uxbal tragic hero father two whos sensing danger death struggles tainted reality fate works order forgive love forever drama immigrant illegal immigrant chinese single father javier bardem maricel álvarez hanaa bouchaib
1969,Bandidas,set late th century ruthless robber baron takes away everything cherish roughandtumble idealistic peasant sophisticated heiress embark quest justice vengeanceand good heists action comedy western crime mexico bank robber revenge best friend bank robbery bank vault steam locomotive penélope cruz salma hayek dwight yoakam
310706,Black Water Transit,action thriller set postkatrina new orleans business owner jack vermillion laurence fishburne struggling run legitimate shipping company bad guy ernest pike karl urban struggling get familys illegal gun collection country paths collide jack realizes exposing pike might get sway needs persuade law enforcement officials treat imprisoned son kindly drama crime laurence fishburne karl urban brittany snow
198663,The Maze Runner,set postapocalyptic world young thomas deposited community boys memory erased soon learning theyre trapped maze require join forces fellow runners shot escape action mystery science fiction thriller based novel maze postapocalyptic dystopia escape memory loss erased memory trapped dystopic future runner based young adult novel dylan obrien ki hong lee kaya scodelario
239573,Unfinished Business,hardworking small business owner two associates travel europe close important deal lives began routine business trip goes rails every imaginable unimaginable way including unplanned stops massive sex fetish event global economic summit comedy europe business trip vince vaughn dave franco james marsden
10436,The Age of Innocence,tale th century new york high society young lawyer falls love woman separated husband engaged womans cousin drama romance upper class new york lover countess lawyer th century daniel daylewis michelle pfeiffer winona ryder
1381,The Fountain,spanning one thousand years three parallel stories fountain story love death spirituality fragility existence world drama adventure science fiction romance brain tumor operation queen love ones life surgeon tree dying death transience immortality maya civilization monkey conquest hugh jackman rachel weisz ellen burstyn
2162,Chill Factor,store clerk ice cream truck driver thrown together dying scientist entrusts deadly chemical kept ice chemical kill every living thing melts take chemical codenamed elvis next nearest military base chased terrorists want hold country ransom action comedy thriller cuba gooding jr skeet ulrich peter firth
127493,Stolen,former thief frantically searches missing daughter kidnapped locked trunk taxi action crime drama thriller taxi driver thief fbi agent nicolas cage malin åkerman josh lucas
12429,Ponyo,son sailor year old sosuke lives quiet life oceanside cliff mother lisa one fateful day finds beautiful goldfish trapped bottle beach upon rescuing names ponyo ordinary goldfish daughter masterful wizard sea goddess ponyo uses fathers magic transform young girl quickly falls love sosuke use powerful sorcery causes dangerous imbalance world moon steadily draws nearer earth ponyos father sends oceans mighty waves find daughter two children embark adventure lifetime save world fulfill ponyos dreams becoming human animation family mother fish cliff father mermaid princess anime yuria nara hiroki doi george tokoro
228205,The Longest Ride,lives young couple intertwine much older man reflects back lost love hes trapped automobile crash drama romance based novel art student cowboy injury bull riding romantic drama young adult scott eastwood britt robertson lolita davidovich
2900,The Astronaut's Wife,astronaut spencer armacost returns earth mission nearly cost life decides take desk job order see beautiful wife jillian often gradually jillian notices spencers personality seems changed concerns fade discovers shes pregnant jillian grows closer becoming mother suspicions spencer return seem hes different person drama science fiction thriller wife husband relationship space travel space mission pregnancy astronaut johnny depp charlize theron joe morton
21311,I Dreamed of Africa,inspired true story indomitable kuki gallmann film tells beautiful inquisitive woman courage escape comfortable yet monotonous life italy start anew african wilderness son emanuele new husband paolo gallmann faces great danger eventually becomes celebrated conservationist romance drama adventure africa kim basinger vincent pérez liam aiken
77875,Playing for Keeps,former sports star whos fallen hard times starts coaching sons soccer team attempt get life together comedy romance mother father son relationship field athlete soccer parent penalty kick gerard butler jessica biel uma thurman
192136,Mandela: Long Walk to Freedom,chronicle nelson mandelas life journey childhood rural village inauguration first democratically elected president south africa drama history prison south africa apartheid biography nelson mandela historical figure idris elba naomie harris tony kgoroge
18254,Reds,radical american journalist becomes involved communist revolution russia hopes bring spirit idealism united states drama history journalist russian revolution warren beatty diane keaton edward herrmann
881,A Few Good Men,cocky military lawyer lt daniel kaffee cocounsel lt cmdr joanne galloway assigned murder case uncover hazing ritual could implicate highranking officials shady col nathan jessep drama suicide underdog suspicion murder court case navy law dying death guantanamo bay marine corps military court code red command military base us navy sexism right justice based play court martial flashback platoon leader military law tom cruise jack nicholson demi moore
10877,Exit Wounds,maverick cop orin boyd always brings domestic terrorists tracks ruffles feathers unorthodox techniques soon finds reassigned toughest district detroit discovers group detectives secretly operating drug ring boyd joins forces unlikely ally gangster latrell walker bring rotten cops action crime thriller corruption scandal shadowing police steven seagal dmx isaiah washington
9600,Big Momma's House,streetsmart fbi agent sent georgia protect beautiful single mother son escaped convict forced impersonate crass southern granny known big momma order remain incognito crime comedy 绝地奶霸 卧底肥妈 big爆任务 超级妈妈 martin lawrence nia long paul giamatti
202575,Thunder and the House of Magic,thunder abandoned young cat seeking shelter storm stumbles strangest house imaginable owned old magician inhabited dazzling array automatons gizmos everyone welcomes new addition troupe jack rabbit maggie mouse plot evict thunder situation gets worse magician lands hospital scheming nephew sees chance cash selling mansion young hero determined earn place enlists help wacky magicians assistants protect magical new home family fantasy animation adventure magic brianne siddall joey camen elisa gabrielli
71469,The Darkest Hour,moscow five young people lead charge alien race attacked earth via power supply horror action thriller science fiction alien invasion american abroad moscow unlikely heroes failed business emile hirsch rachael taylor olivia thirlby
85446,Step Up Revolution,emily arrives miami aspirations become professional dancer sparks sean leader dance crew whose neighborhood threatened emilys fathers development plans music drama romance flash mob dance instructor real estate development nike dance company kathryn mccormick ryan guzman stephen boss
326,Snakes on a Plane,america search murderer eddie kim sean jones must fly la testify hearing kim accompanied fbi agent neville flynn flight receives unexpected visitors action crime horror thriller snake suspense fbi agent death animal attack first class duringcreditsstinger snake attack witness crime plane samuel l jackson julianna margulies kenan thompson
10685,The Watcher,fbi agent joel campbell burntout shellshocked years spent chasing serial killers flees la begin new life chicago five months later joels best laid plans abruptly cut short new hometown becomes setting particularly gruesome murdersmurders could committed one man david allen griffin one joels elusive cunning nemeses griffin followed former pursuer chicago order play sadistic game cat mouse taunting joel photographs intended victims leaving crime scenes meticulously free clues order keep police bay griffin derives much pleasure watching joel react every movement watching victims die griffin moves joels inner circle joel must quickly find way stop someone close becomes next one die mystery thriller chicago fbi menace covered investigation state emergency investigation suspense serial killer little girl psychiatrist fbi agent psychotherapy james spader keanu reeves marisa tomei
7220,The Punisher,undercover fbi agent frank castles wife son slaughtered becomes punisher ruthless vigilante willing go length avenge family action crime drama chain submachine gun undercover smuggling twin brother marvel comic one man army massacre extreme violence family reunion pier thomas jane john travolta patton
9763,Goal!: The Dream Begins,like millions kids around world santiago harbors dream professional footballerhowever living barrios section los angeles thinks thata dream one day extraordinary turn events trying premiership club newcastle united drama restaurant sport coach athlete newcastle united computer games kuno becker alessandro nivola anna friel
72387,Safe,former elite agent rescues yearold chinese girl whos abducted find middle standoff triads russian mafia highlevel corrupt new york city politicians police action crime thriller broken trachea jason statham chris sarandon james hong
12596,Pushing Tin,two air traffic controllers john cusack billy bob thornton thrive living dangerously compete outdo several levels comedy drama competition airport air controller adversary john cusack billy bob thornton cate blanchett
1892,Return of the Jedi,rebel leaders map strategy allout attack emperors newer bigger death star han solo remains frozen cavernous desert fortress jabba hutt loathsome outlaw universe also keeping princess leia slave girl master force luke skywalker rescues friends cannot become true jedi knight wages crucial battle darth vader sworn win luke dark side force adventure action science fiction rebel brother sister relationship emperor space battle matter life death spaceship death star jabba hutt ewoks jedi space opera mark hamill harrison ford carrie fisher
13460,Doomsday,lethal virus spreads throughout british islesinfecting millions killing hundreds thousands contain threat acting authorities brutally quarantine country succumbs fear chaos quarantine successful three decades later reaper virus violently resurfaces major city elite group specialists urgently dispatched stillquarantined country retrieve cure means necessary shut rest world unit must battle landscape become waking nightmare action thriller science fiction dystopia quarantine futuristic sword fight lethal virus rhona mitra bob hoskins malcolm mcdowell
8055,The Reader,story michael berg german lawyer teenager late affair older woman hanna disappeared resurface years later one defendants war crimes trial stemming actions concentration camp guard late war alone realizes hanna illiterate may concealing fact expense freedom drama romance germany war crimes trial female prisoner teenager law student teenage sexuality older woman younger man relationship teenage sex affair kate winslet ralph fiennes david kross
50647,Wanderlust,rattled sudden unemployment manhattan couple surveys alternative living options ultimately deciding experiment living rural commune free love rules comedy hippie commune nudism nude protest aftercreditsstinger duringcreditsstinger paul rudd jennifer aniston justin theroux
10719,Elf,young buddy falls santas gift sack christmas eve hes transported back north pole raised toymaking elf santas helpers grows adulthood cant shake nagging feeling doesnt belong buddy vows visit manhattan find real dad workaholic publisher comedy family fantasy holiday elves santa claus looking birth parents romance north pole christmas ferrell james caan zooey deschanel
9294,Phenomenon,ordinary man sees bright light descend sky discovers superintelligence telekinesis drama fantasy romance science fiction brain tumor telekinesis genius terminal illness doctor psionic power john travolta kyra sedgwick forest whitaker
11888,Snow Dogs,miami dentist inherits team sled dogs hes got learn trade lose pack crusty mountain man adventure comedy family adoption log cabin alaska sled dogs jim belushi cuba gooding jr james coburn
9647,Scrooged,modern take charles dickens christmas carol frank cross bill murray wildly successful television executive whose cold ambition curmudgeonly nature driven away love life claire phillips karen allen firing staff member eliot loudermilk bobcat goldthwait christmas eve frank visited series ghosts give chance reevaluate actions right wrongs past fantasy comedy drama holiday tv ratings comedy scrooge christmas carol ghost duringcreditsstinger christmas bill murray karen allen john forsythe
9353,Nacho Libre,nacho libre loosely based story fray tormenta friar storm aka rev sergio gutierrez benitez reallife mexican catholic priest year career masked luchador competed order support orphanage directed producers jack black david klawans julia pistor mike white comedy family nun sport orphanage ordensbruder ringer money jack black ana de la reguera héctor jiménez
55721,Bridesmaids,annies life mess finds lifetime best friend engaged simply must serve lillians maid honor though lovelorn broke annie bluffs way expensive bizarre rituals one chance get perfect shell show lillian bridesmaids far youll go someone love comedy romance competition jealousy fight materialism bridesmaid female friendship fear commitment wealth mother daughter relationship wedding party sexual humor best friend maid honor drunk wedding dress group friends casual sex vanity girl fight missing woman control kristen wiig rose byrne maya rudolph
109414,This Is the End,attending party james francos house seth rogen jay baruchel many celebrities faced apocalypse action comedy rape monster panic friendship celebrity satire party possession dark comedy end world apocalypse drug demon selfreferential actor james franco jonah hill seth rogen
10307,Stigmata,young woman strong religious beliefs frankie paige begins strange violent experiences showing signs wounds jesus received crucified vatican gets word frankies situation highranking cardinal requests rev andrew kiernan investigate case soon kiernan realizes sinister forces work tries rescue frankie entity plaguing horror vatican miracle christian faith clergyman atheist patricia arquette gabriel byrne jonathan pryce
11978,Men of Honor,formidable odds oldschool diving instructor embittered us navys new less prejudicial policies carl brashear sets sights becoming navys first africanamerican master diver uplifting true story relationship starts rocks fate ultimately conspires bring men together setting mutual respect triumph honor drama diving us navy robert de niro cuba gooding jr charlize theron
22907,Takers,seasoned team bank robbers including gordon jennings idris elba john rahway paul walker aj hayden christensen brothers jake michael ealy jesse attica chris brown successfully complete latest heist lead life luxury planning next job ghost tip ti harris former member team released prison convinces group strike armored car carrying million takers carefully plot strategy draw nearer exacting grand heist reckless police officer matt dillon inches closer apprehending criminals action crime drama thriller heist chris brown hayden christensen matt dillon
87567,The Big Wedding,amusement adult children friends long divorced couple ellie griffin forced play happy couple sake adopted sons wedding ultra conservative biological mother unexpectedly decides fly halfway across world attend wedding guests looking griffins hilariously forced confront past present future hopefully avoid killing process comedy adoption marriage divorce birth mother robert de niro diane keaton katherine heigl
38322,"Big Mommas: Like Father, Like Son",fbi agent malcolm turner yearold son trent go undercover allgirls performing arts school trent witnesses murder posing big momma charmaine must find murderer finds crime comedy action undercover fbi sequel comedy disguise fbi agent impersonation duringcreditsstinger martin lawrence brandon jackson portia doubleday
45612,Source Code,decorated soldier captain colter stevens wakes body unknown man discovering hes involved mission find bomber chicago commuter train learns hes part topsecret experimental program enables experience final minutes another persons life colter relives train incident gathering clues time discover responsible attack next one happens thriller science fiction mystery bomb identity fantasy bomber suspicion time travel investigation surrealism soldier helicopter pilot jake gyllenhaal michelle monaghan vera farmiga
7305,Alive,amazing true story uruguayan rugby teams plane crashed middle andes mountains immense survive pull alive forced anything everything could stay alive meager rations freezing cold action adventure drama thriller rugby stranded survival plane wreck airplane crash freezing disaster movie ethan hawke vincent spano josh hamilton
3594,The Number 23,walter sparrow animal control officer becomes obsessed mysterious book seems based life soon opens book notices strange parallels reads hes experienced hes worried fictional murder might materialize thriller drama mystery suicide based novel hotel room obsession sadomasochism psychological thriller killer family numbers jim carrey virginia madsen logan lerman
157841,The Young and Prodigious T.S. Spivet,yearold cartographer secretly leaves familys ranch montana lives cowboy father scientist mother travels across country board freight train receive award smithsonian institute adventure drama family train cartographer kyle catlett helena bonham carter judy davis
11519,1941,six days since attack pearl harbor panic grips california supposedly next target japanese forces everywhere california people suffering war nerves chaos erupts state army air corps captain civilian deranged sense nationalism civilian defenders motor pool crew end chasing japanese sub planning attack la action comedy submarine california world war ii war ship pearl harbor satire los angeles anarchic comedy dan aykroyd ned beatty john belushi
12920,Dreamer: Inspired By a True Story,ben crane believes severely injured racehorse deserves another chance daughter cale adopt horse fact mareand save sacrificed owner drama family horse race horse kentucky sport based true story family relationships father daughter relationship kurt russell dakota fanning kris kristofferson
59,A History of Violence,average family thrust spotlight father commits seemingly selfdefense murder diner drama thriller crime robbery double life dual identity small town indiana distrust fight selfdefense marriage family relationships mistaken identity diner lawyer mobster violence attempted robbery viggo mortensen maria bello heidi hayes
9335,Transporter 2,professional driver frank martin living miami temporarily filling friend chauffeur government narcotics control policymaker family young boy family targeted kidnapping frank immediately becomes involved protecting child exposing kidnappers action thriller crime martial arts war drugs kidnapping bodyguard babysnatching jason statham amber valletta kate nauta
12106,The Quick and the Dead,mysterious woman comes compete quickdraw elimination tournament town taken notorious gunman action western gunslinger revenge prairie shootout pistol sharon stone gene hackman russell crowe
11141,Laws of Attraction,amidst sea litigation two new york city divorce lawyers find love action comedy romance thriller irland rock star court case rivalry falling love divorce lawyer pierce brosnan julianne moore michael sheen
8649,Bringing Out the Dead,hours life burntout paramedic called father frank efforts rescue lives frank sees ghosts failed save around every turn tried everything get fired calling sick delaying taking calls might face one victim couldnt help yet cannot quit job drama new york coma ambulance night life drug addiction hallucination dying death night ambulance man alcoholism teacher hospital violence city drug illegal prostitution road movie euthanasia nicolas cage patricia arquette john goodman
31867,Repo Men,future medical technology advanced point people buy artificial organs extend lives default payments organization known union sends agents repossess organs remy one best agents business becomes recipient artificial heart finds dire straits many victims action science fiction thriller crime dystopia evil corporation repo man aftercreditsstinger jude law forest whitaker alice braga
10253,Dragon Wars: D-War,based korean legend unknown creatures return devastate planet reporter ethan kendrick called investigate matter fantasy drama horror action thriller science fiction giant snake korea building dagger south korea jason behr robert forster aimee garcia
3587,Bogus,recently orphaned young boy taken godmother shocked realize see boys imaginary friend flamboyant french magician named bogus fantasy comedy family circus magic aunt imaginary friend whoopi goldberg gérard depardieu haley joel osment
124459,The Incredible Burt Wonderstone,breaking longtime stage partner famous jaded vegas magician fights relevance new hip street magician appears scene comedy magic las vegas steve carell jim carrey steve buscemi
24662,Cats Don't Dance,danny ambitious singingdancing cat goes hollywood overcomes several obstacles fulfill dream becoming movie star animation comedy family music dance musical furry talking animal anthropomorphism hollywood singing acting movies scott bakula jasmine guy natalie cole
32274,Cradle Will Rock,true story politics art usa centered around leftist musical drama attempts stop production drama hank azaria rubén blades joan cusack
182,The Good German,american journalist played george clooney arrives berlin end world war two becomes involved murder mystery surrounding dead gi washes lakeside mansion potsdam negotiations allied powers soon investigation connects search married prewar german lover played cate blanchett war crime drama mystery romance thriller berlin corruption nazi background love ones life chauffeur black market missile postwar period war correspondent allied truth murder humanity george clooney cate blanchett tobey maguire
5494,George and the Dragon,knight returning crusades takes dragon becomes legend adventure swordplay hero sword dragon james purefoy piper perabo patrick swayze
28,Apocalypse Now,height vietnam war captain benjamin willard sent dangerous mission officially exist ever exist goal locate eliminate mysterious green beret colonel named walter kurtz leading personal army illegal guerrilla missions enemy territory drama war guerrilla river vietnam vietcong cambodia army insanity tribe green beret jungle apocalypse death napalm martin sheen marlon brando robert duvall
38073,Going the Distance,erin garrett much love erin moves san francisco finish journalism degree garrett stays behind new york work music industry gamely keep romance alive webcams frequentflyer miles seems lovers soon reunited score big break could separate good comedy drama romance male nudity sex san francisco waitress newspaper bar nudity airplane male female relationship writer new york city masturbation phone sex text messaging intern long distance relationship woman director record company skype drew barrymore justin long charlie day
2054,Mr. Holland's Opus,passionate musician glenn holland takes day job high school music teacher convinced small obstacle road true calling writing historic opus decades roll composition unwritten generations students inspired teaching holland must redefine lifes purpose music drama family composer mentor deafmute musical apprentice private life music disabled richard dreyfuss glenne headly jay thomas
302156,Criminal,bill pope cia agent mission london tracking shadowy hacker nicknamed dutchman gets mysteriously ambushed killed experimental procedure used transfer memories dangerous exconvict jericho stewart wakes cia agents memories mission find dutchman eliminate hacker launches icbms starts world war iii complications soon arise mission turns personal action cia memory convict implant kevin costner gary oldman tommy lee jones
606,Out of Africa,africa tells story life danish author karen blixen beginning th century moved africa build new life film based autobiographical novel karen blixen drama dancing train station denmark fire cemetery compass lion picnic fireworks grave passion farm worker plantation kenia coffee plantation safari banker airplane wedding night adventure aggression animal friendship syphillis meryl streep robert redford klaus maria brandauer
87502,Flight,commercial airline pilot whip whitaker problem drugs alcohol though far hes managed complete flights safely luck runs disastrous mechanical malfunction sends plane hurtling toward ground whip pulls miraculous crashlanding results six lives lost shaken core whip vows get sober crash investigation exposes addiction finds even worse situation drama confession airplane f word hangover airplane crash syringe denial porn actress jesus freak baseball stadium perjury national transportation safety board flying upside narcissist relapse substance abuse denzel washington cheadle bruce greenwood
698,Moonraker,transportation space shuttle boeing crashes atlantic ocean yet go look destroyed shuttle james bond investigates missing mission space shuttle soon learns shuttles owner hugo drax wants kill mankind action adventure thriller science fiction venice mass murder space marine space suit marcus square space battle secret base utopia space travel boat chase astronaut lasers british secret service weightlessness roger moore lois chiles michael lonsdale
120467,The Grand Budapest Hotel,grand budapest hotel tells legendary concierge famous european hotel wars friendship young employee becomes trusted protégé story involves theft recovery priceless renaissance painting battle enormous family fortune slow sudden upheavals transformed europe first half th century comedy drama hotel painting wartime gunfight theft mentor protégé relationship european hotel lobby renaissance painting ralph fiennes tony revolori f murray abraham
11313,Hearts in Atlantis,widowed mother son change mysterious stranger enters lives drama mystery american football billard baseball bat richard nixon psychic power american flag wager lingerie slip single mother moving stranger childhood childhood friends ferris wheel straw hat informant mysterious stranger woman crying library card low men bronko nagurski culvert floating inner tube wind chime jack spades clairvoyant hires root beer wrong number anthony hopkins anton yelchin hope davis
6488,Arachnophobia,large spider jungles south america accidentally transported crate dead body america mates local spider soon residents small california town disappear result spider bites deadly spider offspring couple doctors help insect exterminator annihilate eight legged freaks comedy horror small town outbreak exterminator spider bite creature feature spider queen animal attack spiders invasive species arachnophobia animal horror spider general jeff daniels harley jane kozak garette ratliff henson
10559,Frequency,rare phenomenon gives police officer john sullivan chance speak father years past takes opportunity prevent dads tragic death actions inadvertently give rise series brutal murders father must find way fix consequences altering time crime drama science fiction thriller new york mother detective baseball radio firemen future time race time investigation father history murder paranormal rescue family relationships escape crime explosion flashback phenomenon amateur radio aurora borealis altering history dennis quaid jim caviezel andre braugher
